Geo Point;Geo Shape;OBJECTID_1;gares_id;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;nom_ZdC;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.89724528809305, 2.3595078688155935;"{""coordinates"": [2.359507868815593, 48.89724528809305], ""type"": ""Point""}";853;691;Porte de la Chapelle;;;72064;Porte de La Chapelle;473459;Porte de La Chapelle;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;653041.8705;6866550.3731;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Porte de la Chapelle
48.860786963526714, 2.3209981919540845;"{""coordinates"": [2.320998191954085, 48.860786963526714], ""type"": ""Point""}";873;30;Assemblée Nationale;;;73642;Assemblée Nationale / Lille - Université;45704;Assemblée Nationale;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;650183.7135;6862520.0466;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Assemblée Nationale
48.86844016327547, 2.401561712742542;"{""coordinates"": [2.401561712742542, 48.86844016327547], ""type"": ""Point""}";745;630;Pelleport;;;71828;Pelleport;45630;Pelleport;A01549;C01386;METRO 3bis;3bis;METRO;0;0;0;0;0;RATP;1;0;656100.7414;6863323.2148;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5;Pelleport
48.821897939434606, 2.413132938342708;"{""coordinates"": [2.413132938342708, 48.821897939434606], ""type"": ""Point""}";1392;150;Charenton-Écoles;;;70648;Charenton - Écoles;42545;Charenton Écoles;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;656911.0857;6858141.7767;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Charenton-Écoles
48.85710325815475, 2.368184114950699;"{""coordinates"": [2.368184114950699, 48.85710325815475], ""type"": ""Point""}";1426;180;Chemin Vert;;;73622;Chemin Vert;45097;Chemin Vert;A01541;C01378;METRO 8;8;METRO;0;0;0;0;0;RATP;1;0;653642.2463;6862081.7146;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/fc7c7039b5a3e79675aeb4d59dce6f51;Chemin Vert
48.84023383632875, 2.3516064753021904;"{""coordinates"": [2.35160647530219, 48.84023383632875], ""type"": ""Point""}";1391;127;Censier-Daubenton;;;71100;Censier Daubenton;42461;Censier Daubenton;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652410.5319;6860215.8558;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Censier-Daubenton
48.89465585833331, 2.382160158371538;"{""coordinates"": [2.382160158371538, 48.89465585833331], ""type"": ""Point""}";1402;209;Corentin Cariou;;;72031;Corentin Cariou;45598;Corentin Cariou;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;654700.3515;6866249.2071;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Corentin Cariou
48.88479825198408, 2.36958085557783;"{""coordinates"": [2.36958085557783, 48.88479825198408], ""type"": ""Point""}";1413;810;Stalingrad;;;71961;Stalingrad;44901;Stalingrad;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;653769.3126;6865160.3825;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Stalingrad
48.846157204832465, 2.278400386366102;"{""coordinates"": [2.278400386366102, 48.846157204832465], ""type"": ""Point""}";1369;377;Javel - André Citroën;;;71150;Javel;462371;Javel;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;647043.6613;6860921.0802;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Javel - André Citroën
48.87567210708072, 2.3278422352596215;"{""coordinates"": [2.327842235259622, 48.87567210708072], ""type"": ""Point""}";1370;769;Saint-Lazare;;;71370;Gare Saint-Lazare;462374;Haussmann Saint-Lazare;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;1;650699.9171;6864170.8617;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Saint-Lazare
48.913710545549606, 2.3807356063950946;"{""coordinates"": [2.380735606395095, 48.913710545549606], ""type"": ""Point""}";1469;1252;Mairie d'Aubervilliers;;;72524;Mairie d'Aubervilliers;483899;Mairie d'Aubervilliers;A01545;C01382;METRO 12;12;METRO;0;0;METRO 12;0;0;RATP;1;1;654612.5235;6868368.8379;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Mairie d'Aubervilliers
48.87932978868225, 2.3040703912187603;"{""coordinates"": [2.30407039121876, 48.87932978868225], ""type"": ""Point""}";1383;218;Courcelles;;;71376;Courcelles;42771;Courcelles;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;648959.9764;6864592.6739;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Courcelles
48.85197520932561, 2.401927284511547;"{""coordinates"": [2.401927284511547, 48.85197520932561], ""type"": ""Point""}";1388;121;Buzenval;;;479928;Buzenval / Avron;42410;Buzenval;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;656113.6911;6861492.2374;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Buzenval
48.883193321300105, 2.371933128614294;"{""coordinates"": [2.371933128614294, 48.883193321300105], ""type"": ""Point""}";1405;374;Jaurès;;;71940;Jaurès;43425;Jaurès;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653940.3893;6864980.5488;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Jaurès
48.884970562766206, 2.3787169232246455;"{""coordinates"": [2.378716923224645, 48.884970562766206], ""type"": ""Point""}";1409;426;Laumière;;;71957;Laumière;45581;Laumière;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;654439.427;6865174.2323;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Laumière
48.859589655582816, 2.346478183587595;"{""coordinates"": [2.346478183587595, 48.859589655582816], ""type"": ""Point""}";1396;167;Châtelet;;;71264;Châtelet;42587;Châtelet;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;652051.9572;6862371.1427;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Châtelet
48.746978700693774, 2.372839696785623;"{""coordinates"": [2.372839696785623, 48.746978700693774], ""type"": ""Point""}";0;1863;Thiais - Orly;Pont de Rungis;;69677;Pont de Rungis Aéroport d'Orly;490834;Thiais - Orly​ (Pont de Rungis​);A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;653886.5769;6849834.6699;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Thiais - Orly
48.892206827747096, 2.3272198679191285;"{""coordinates"": [2.327219867919128, 48.892206827747096], ""type"": ""Point""}";1403;342;Guy Môquet;;;71528;Guy-Môquet;43333;Guy Môquet;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650669.9354;6866009.8077;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Guy Môquet
