Geo Point;Geo Shape;OBJECTID_1;gares_id;nom_long;nom_so_gar;nom_su_gar;id_ref_ZdC;nom_ZdC;id_ref_ZdA;nom_ZdA;idrefliga;idrefligc;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;idf;principal;x;y;picto ligne;nom_iv
48.90656714598029, 2.3659203194009595;"{""coordinates"": [2.365920319400959, 48.90656714598029], ""type"": ""Point""}";850;1073;Front Populaire;Aubervilliers;;74041;Front Populaire;58497;Front Populaire;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;1;653520.3175;6867583.1321;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Front Populaire
48.85519632481491, 2.325815566511529;"{""coordinates"": [2.325815566511529, 48.85519632481491], ""type"": ""Point""}";909;752;Rue du Bac;;;71227;Rue du Bac;58717;Rue du Bac;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;650531.8333;6861895.3889;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Rue du Bac
48.87633026495961, 2.333108893760544;"{""coordinates"": [2.333108893760544, 48.87633026495961], ""type"": ""Point""}";939;861;Trinité d'Estienne d'Orves;;;71355;Trinité d'Estienne d'Orves;45170;Trinité d'Estienne d'Orves;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;0;651086.8143;6864240.7689;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Trinité d'Estienne d'Orves
48.86516343488149, 2.3987465934425916;"{""coordinates"": [2.398746593442592, 48.86516343488149], ""type"": ""Point""}";680;302;Gambetta;;;71808;Gambetta;43055;Gambetta;A01549;C01386;METRO 3bis;3bis;METRO;0;0;METRO 3bis;0;0;RATP;1;0;655891.4641;6862960.4349;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5;Gambetta
48.87711051176337, 2.40672924554309;"{""coordinates"": [2.40672924554309, 48.87711051176337], ""type"": ""Point""}";798;698;Porte des Lilas;;;71889;Porte des Lilas;44529;Porte des Lilas;A01549;C01386;METRO 3bis;3bis;METRO;0;0;METRO 3bis;0;0;RATP;1;0;656487.0493;6864284.4407;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/84385f6415d8d60e0a135171e93312a5;Porte des Lilas
48.890906449558166, 2.377090439088876;"{""coordinates"": [2.377090439088876, 48.890906449558166], ""type"": ""Point""}";1385;227;Crimée;;;72013;Crimée;42780;Crimée;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;654325.3614;6865835.2112;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Crimée
48.856942736159496, 2.348147481005499;"{""coordinates"": [2.348147481005499, 48.856942736159496], ""type"": ""Point""}";1398;169;Châtelet;;;71264;Châtelet;42587;Châtelet;A01540;C01377;METRO 7;7;METRO;0;0;0;0;0;RATP;1;0;652171.9989;6862075.8157;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/0b6c43f2294318bf37466cef3a6c001a;Châtelet
48.90808243782026, 2.377741481106109;"{""coordinates"": [2.377741481106109, 48.90808243782026], ""type"": ""Point""}";1468;1251;Aimé Césaire;;;72491;Aimé Césaire;483901;Aimé Césaire;A01545;C01382;METRO 12;12;METRO;0;0;0;0;0;RATP;1;1;654388.149;6867744.7341;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/5629d91af00c9f8af73e2b4cfdbcbb49;Aimé Césaire
48.87447567664767, 2.322001788877926;"{""coordinates"": [2.322001788877926, 48.87447567664767], ""type"": ""Point""}";1417;759;Saint-Augustin;;;73690;Saint-Augustin;44857;Saint-Augustin;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;650270.4119;6864041.4896;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Saint-Augustin
48.855094494476994, 2.3846997601328437;"{""coordinates"": [2.384699760132844, 48.855094494476994], ""type"": ""Point""}";1425;156;Charonne;;;73647;Charonne;42560;Charonne;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;654852.271;6861848.7876;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Charonne
48.86940219665552, 2.3538187935928794;"{""coordinates"": [2.353818793592879, 48.86940219665552], ""type"": ""Point""}";1435;838;Strasbourg-Saint-Denis;;;73633;Strasbourg - Saint-Denis;44909;Strasbourg Saint-Denis;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;652599.445;6863457.7872;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Strasbourg-Saint-Denis
48.88432566304799, 2.3673720385654686;"{""coordinates"": [2.367372038565469, 48.88432566304799], ""type"": ""Point""}";1412;809;Stalingrad;;;71961;Stalingrad;44901;Stalingrad;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653606.9153;6865109.1288;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Stalingrad
48.859287325170946, 2.345803056189527;"{""coordinates"": [2.345803056189527, 48.859287325170946], ""type"": ""Point""}";1395;166;Châtelet;;;71264;Châtelet;42587;Châtelet;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;652002.1466;6862337.9363;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Châtelet
48.869438881659114, 2.3086074935262557;"{""coordinates"": [2.308607493526256, 48.869438881659114], ""type"": ""Point""}";1440;293;Franklin D. Roosevelt;;;71318;Franklin D. Roosevelt;43026;Franklin D. Roosevelt;A01534;C01371;METRO 1;1;METRO;0;0;0;0;0;RATP;1;0;649283.0925;6863489.9557;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f99937fd31b1787d79e47d20b18f71c4;Franklin D. Roosevelt
48.91746894101899, 2.3465446215359846;"{""coordinates"": [2.346544621535985, 48.91746894101899], ""type"": ""Point""}";0;1865;Saint-Denis – Pleyel;;;490784;Saint-Denis – Pleyel;490775;Saint-Denis – Pleyel;A01547;C01384;METRO 14;14;METRO;0;0;METRO 14;0;0;RATP;1;0;652110.0928;6868806.9563;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Saint-Denis – Pleyel
48.87542071665263, 2.32547637444705;"{""coordinates"": [2.32547637444705, 48.87542071665263], ""type"": ""Point""}";1420;770;Saint-Lazare;;;71370;Gare Saint-Lazare;462374;Saint-Lazare;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;1;650526.1561;6864144.3886;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Saint-Lazare
48.881094427166275, 2.3147210047461946;"{""coordinates"": [2.314721004746195, 48.881094427166275], ""type"": ""Point""}";1437;908;Villiers;;;71403;Villiers;45056;Villiers;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;649742.7839;6864782.058;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Villiers
48.851050282314304, 2.3442733454213514;"{""coordinates"": [2.344273345421351, 48.851050282314304], ""type"": ""Point""}";400;192;Cluny-La Sorbonne;;;73619;Cluny - La Sorbonne;42674;Cluny - La Sorbonne;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;651882.3097;6861422.9819;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Cluny-La Sorbonne
48.87481054112289, 2.2958012223518693;"{""coordinates"": [2.295801222351869, 48.87481054112289], ""type"": ""Point""}";550;153;Charles De Gaulle-Étoile;;;71347;Charles-de-Gaulle Étoile;477682;Charles de Gaulle - Etoile;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;648349.0435;6864095.5436;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Charles De Gaulle-Étoile
48.880195487135886, 2.3576332046800537;"{""coordinates"": [2.357633204680054, 48.880195487135886], ""type"": ""Point""}";556;319;Gare du Nord;;;71410;Gare du Nord;462941;Gare du Nord;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;1;652889.008;6864655.6443;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Gare du Nord
48.848474285974376, 2.395062305425881;"{""coordinates"": [2.395062305425881, 48.848474285974376], ""type"": ""Point""}";566;584;Nation;;;71673;Nation;462358;Nation;A01535;C01372;METRO 2;2;METRO;0;0;METRO 2;0;0;RATP;1;0;655606.9695;6861106.8032;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Nation
48.88380394240113, 2.3506129993253224;"{""coordinates"": [2.350612999325322, 48.88380394240113], ""type"": ""Point""}";616;49;Barbès-Rochechouart;;;71426;Barbès Rochechouart;42280;Barbès Rochechouart;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;652377.4596;6865061.0935;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Barbès-Rochechouart
48.866446806067, 2.383599109573657;"{""coordinates"": [2.383599109573657, 48.866446806067], ""type"": ""Point""}";889;533;Ménilmontant;;;71815;Ménilmontant;44133;Ménilmontant;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;654781.3662;6863111.7042;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Ménilmontant
48.87797270141956, 2.2983103737615287;"{""coordinates"": [2.298310373761529, 48.87797270141956], ""type"": ""Point""}";903;850;Ternes;;;71367;Ternes;44931;Ternes;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;648536.2023;6864445.5141;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Ternes
48.86979855646069, 2.2853350946861695;"{""coordinates"": [2.285335094686169, 48.86979855646069], ""type"": ""Point""}";914;892;Victor Hugo;;;71315;Victor Hugo;45020;Victor Hugo;A01535;C01372;METRO 2;2;METRO;0;0;0;0;0;RATP;1;0;647576.3599;6863545.1478;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/936e2e595d6b2f9c3555b888f90817a1;Victor Hugo
48.84737487872935, 2.3954619948327402;"{""coordinates"": [2.39546199483274, 48.84737487872935], ""type"": ""Point""}";567;585;Nation;;;71673;Nation;462358;Nation;A01539;C01376;METRO 6;6;METRO;0;0;METRO 6;0;0;RATP;1;0;655635.364;6860984.3345;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Nation
48.85744869007581, 2.2858124441464076;"{""coordinates"": [2.285812444146408, 48.85744869007581], ""type"": ""Point""}";742;626;Passy;;;71237;Passy;45417;Passy;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;647598.9541;6862171.6349;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Passy
48.8309272410005, 2.356121938797104;"{""coordinates"": [2.356121938797104, 48.8309272410005], ""type"": ""Point""}";757;653;Place d'Italie;;;71033;Place d'Italie - Italie 2;44371;Place d'Italie;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;652733.5032;6859178.3508;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Place d'Italie
48.84562696674718, 2.3095314914609446;"{""coordinates"": [2.309531491460945, 48.84562696674718], ""type"": ""Point""}";782;800;Sèvres-Lecourbe;;;71144;Sèvres Lecourbe;44829;Sèvres Lecourbe;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;649327.7179;6860841.6954;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Sèvres-Lecourbe
48.863610937645674, 2.2875801625296517;"{""coordinates"": [2.287580162529652, 48.863610937645674], ""type"": ""Point""}";846;862;Trocadéro;;;71285;Trocadéro;44962;Trocadéro;A01539;C01376;METRO 6;6;METRO;0;0;0;0;0;RATP;1;0;647734.8329;6862855.649;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/57c723464a2a0862aa51d73d8a09eff0;Trocadéro
48.84705255542817, 2.3164243520508925;"{""coordinates"": [2.316424352050892, 48.84705255542817], ""type"": ""Point""}";638;247;Duroc;;;71159;Duroc;42874;Duroc;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649834.9325;6860995.8051;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Duroc
48.89058718661181, 2.320174757151551;"{""coordinates"": [2.320174757151551, 48.89058718661181], ""type"": ""Point""}";642;113;Brochant;;;73661;Brochant;45487;Brochant;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650151.8309;6865834.137;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Brochant
48.86760214522151, 2.3138941304816147;"{""coordinates"": [2.313894130481615, 48.86760214522151], ""type"": ""Point""}";651;145;Champs-Élysées – Clemenceau;Grand Palais;;71305;Champs-Élysées Clemenceau;42531;Champs-Élysées Clemenceau;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649669.1079;6863282.3427;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Champs-Élysées – Clemenceau
48.81530753120022, 2.2970777969729843;"{""coordinates"": [2.297077796972984, 48.81530753120022], ""type"": ""Point""}";699;505;Malakoff - Rue Étienne Dolet;;;70562;Malakoff - Étienne Dolet;44069;Malakoff Rue Étienne Dolet;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;648383.7761;6857478.6018;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Malakoff - Rue Étienne Dolet
48.87376998959543, 2.31445603617697;"{""coordinates"": [2.31445603617697, 48.87376998959543], ""type"": ""Point""}";712;548;Miromesnil;;;71346;Miromesnil;43511;Miromesnil;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;649716.2811;6863967.8011;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Miromesnil
48.88718394686579, 2.3257796748068915;"{""coordinates"": [2.325779674806892, 48.88718394686579], ""type"": ""Point""}";715;416;La Fourche;;;71474;La Fourche;43548;La Fourche;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650559.5701;6865452.1927;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;La Fourche
48.91196489788089, 2.3339248904797145;"{""coordinates"": [2.333924890479715, 48.91196489788089], ""type"": ""Point""}";735;493;Mairie de Saint-Ouen;;;72168;Mairie de Saint-Ouen;43969;Mairie de Saint-Ouen;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;651180.0871;6868202.6512;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Mairie de Saint-Ouen
48.897374796428764, 2.3289428127683025;"{""coordinates"": [2.328942812768303, 48.897374796428764], ""type"": ""Point""}";794;696;Porte de Saint-Ouen;;;72078;Porte de Saint-Ouen;44525;Porte de Saint-Ouen;A01546;C01383;METRO 13;13;METRO;0;0;0;0;0;RATP;1;0;650801.1471;6866583.3842;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/1abb1d47991fd6f6cb130b89715ad9f1;Porte de Saint-Ouen
48.83333855925167, 2.386632402066985;"{""coordinates"": [2.386632402066985, 48.83333855925167], ""type"": ""Point""}";627;221;Cour Saint-Émilion;;;71576;Cour Saint-Emilion;45234;Cour Saint-Emilion;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;654975.2848;6859428.6327;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Cour Saint-Émilion
48.88956082831538, 2.3151768973047844;"{""coordinates"": [2.315176897304784, 48.88956082831538], ""type"": ""Point""}";979;1226;Pont Cardinet;;;71475;Pont Cardinet;480287;Pont Cardinet;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;649784.3823;6865723.1786;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Pont Cardinet
48.89498081072532, 2.312791961501292;"{""coordinates"": [2.312791961501292, 48.89498081072532], ""type"": ""Point""}";980;1227;Porte de Clichy;Tribunal de Paris;;71545;Porte de Clichy;473477;Porte de Clichy;A01547;C01384;METRO 14;14;METRO;0;0;0;0;0;RATP;1;0;649614.7531;6866327.3696;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/9bca75433eb738dae9e4d3657b7a3de5;Porte de Clichy
48.85250409151217, 2.2681767494233314;"{""coordinates"": [2.268176749423331, 48.85250409151217], ""type"": ""Point""}";691;372;Jasmin;;;73657;Jasmin;43423;Jasmin;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;646299.9369;6861633.6925;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Jasmin
48.83362878105417, 2.2435786287393302;"{""coordinates"": [2.24357862873933, 48.83362878105417], ""type"": ""Point""}";703;513;Marcel Sembat;;;71054;Marcel Sembat;47021;Marcel Sembat;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;644474.9137;6859551.9835;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Marcel Sembat
48.8650190090373, 2.368011378256503;"{""coordinates"": [2.368011378256503, 48.8650190090373], ""type"": ""Point""}";764;603;Oberkampf;;;71803;Oberkampf;45193;Oberkampf;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;653636.6172;6862961.9834;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Oberkampf
48.83796121443632, 2.2571222298326203;"{""coordinates"": [2.25712222983262, 48.83796121443632], ""type"": ""Point""}";793;695;Porte de Saint-Cloud;Parc des Princes;;71084;Porte de Saint-Cloud;44524;Porte de Saint-Cloud;A01542;C01379;METRO 9;9;METRO;0;0;0;0;0;RATP;1;0;645473.5838;6860024.2598;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Porte de Saint-Cloud
48.86229941281971, 2.4415218094110314;"{""coordinates"": [2.441521809411031, 48.86229941281971], ""type"": ""Point""}";893;492;Mairie de Montreuil;;;71785;Mairie de Montreuil;44052;Mairie de Montreuil;A01542;C01379;METRO 9;9;METRO;0;0;METRO 9;0;0;RATP;1;0;659027.1889;6862618.9315;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/78e78b6d779fd1700a65a68abe9b1b7a;Mairie de Montreuil
48.84793480789207, 2.2642187756877292;"{""coordinates"": [2.264218775687729, 48.84793480789207], ""type"": ""Point""}";706;542;Michel Ange-Auteuil;;;71206;Michel-Ange - Auteuil;44138;Michel-Ange - Auteuil;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;646004.781;6861128.3349;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Michel Ange-Auteuil
48.84713100819624, 2.2727637533161595;"{""coordinates"": [2.27276375331616, 48.84713100819624], ""type"": ""Point""}";711;547;Mirabeau;;;71162;Mirabeau;45430;Mirabeau;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;646631.0122;6861033.1517;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Mirabeau
48.85193594203498, 2.340613006406504;"{""coordinates"": [2.340613006406504, 48.85193594203498], ""type"": ""Point""}";765;604;Odéon;;;73618;Odéon;58716;Odéon;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;651614.54;6861523.6957;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Odéon
48.8530167679172, 2.335502051727558;"{""coordinates"": [2.335502051727558, 48.8530167679172], ""type"": ""Point""}";924;486;Mabillon;;;73639;Mabillon;59379;Mabillon;A01543;C01380;METRO 10;10;METRO;0;0;0;0;0;RATP;1;0;651240.5211;6861647.0174;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/2354d638a96aaa2bdc700214befec049;Mabillon
48.878770367587585, 2.3222652131305974;"{""coordinates"": [2.322265213130597, 48.878770367587585], ""type"": ""Point""}";684;275;Europe;;;73617;Europe;42972;Europe;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;650293.8318;6864518.863;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Europe
48.86751302499845, 2.346552336353212;"{""coordinates"": [2.346552336353212, 48.86751302499845], ""type"": ""Point""}";779;792;Sentier;;;73634;Sentier;44825;Sentier;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;652064.6885;6863252.1122;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Sentier
48.86702678847436, 2.364247995104706;"{""coordinates"": [2.364247995104706, 48.86702678847436], ""type"": ""Point""}";816;730;République;;;71311;République;44617;République;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;653362.3347;6863187.4494;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;République
48.88380920123339, 2.304674440528396;"{""coordinates"": [2.304674440528396, 48.88380920123339], ""type"": ""Point""}";839;923;Wagram;;;71423;Wagram;45508;Wagram;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;0;649008.6628;6865090.3639;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Wagram
48.87515128791023, 2.324380555428912;"{""coordinates"": [2.324380555428912, 48.87515128791023], ""type"": ""Point""}";860;771;Saint-Lazare;;;71370;Gare Saint-Lazare;462374;Saint-Lazare;A01536;C01373;METRO 3;3;METRO;0;0;0;0;0;RATP;1;1;650445.5274;6864115.1172;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Saint-Lazare
48.8971540959649, 2.280413812210846;"{""coordinates"": [2.280413812210846, 48.8971540959649], ""type"": ""Point""}";928;668;Pont de Levallois;Bécon;;72057;Pont de Levallois;473676;Pont de Levallois - Bécon;A01536;C01373;METRO 3;3;METRO;0;0;METRO 3;0;0;RATP;1;0;647243.0936;6866590.1736;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/f78ce6bd7997c9c645e25ebdc320ff0a;Pont de Levallois
48.856140711155, 2.370209339755372;"{""coordinates"": [2.370209339755372, 48.856140711155], ""type"": ""Point""}";600;107;Bréguet-Sabin;;;73621;Bréguet-Sabin;42390;Bréguet-Sabin;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653789.9848;6861973.5005;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Bréguet-Sabin
48.9063747711693, 2.4491899044793364;"{""coordinates"": [2.449189904479336, 48.9063747711693], ""type"": ""Point""}";602;79;Bobigny Pablo Picasso;Préfecture - Hôtel du Département;;72486;Bobigny Pablo Picasso;42345;Bobigny Pablo Picasso;A01538;C01375;METRO 5;5;METRO;0;0;METRO 5;0;0;RATP;1;0;659623.938;6867515.9439;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Bobigny Pablo Picasso
48.83842729696758, 2.360967167698855;"{""coordinates"": [2.360967167698855, 48.83842729696758], ""type"": ""Point""}";836;773;Saint-Marcel;;;71092;Saint-Marcel;44875;Saint-Marcel;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;653095.9282;6860009.3865;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Saint-Marcel
48.891228593203465, 2.4023521439004725;"{""coordinates"": [2.402352143900472, 48.891228593203465], ""type"": ""Point""}";883;348;Hoche;;;72004;Hoche;43364;Hoche;A01538;C01375;METRO 5;5;METRO;0;0;0;0;0;RATP;1;0;656177.9026;6865856.7161;https://data.iledefrance-mobilites.fr/api/explore/v2.1/catalog/datasets/emplacement-des-gares-idf/files/3c28f4bbbdd8db6a404f77a19c935273;Hoche
